"Time,Date";"Acc,X";"Acc,Y";"Acc,Z";"Acc.Abs"
256760;-6,58;9,79;3,64;12,34067
256770;-6,80;9,03;3,49;11,82685
256780;-7,10;8,34;3,41;11,47157
256790;-7,24;7,74;3,41;11,13142
256800;-6,94;7,43;3,33;10,70157
256810;-6,20;7,28;3,25;10,09877
256820;-5,53;7,05;3,24;9,52903
256830;-5,08;6,68;3,16;8,96227
256840;-4,56;6,30;2,85;8,27798
256850;-4,26;5,76;2,32;7,53207
256860;-3,96;5,16;1,71;6,72347
256870;-3,73;5,01;1,49;6,41935
256880;-3,36;5,01;1,48;6,20962
256890;-2,84;5,08;1,55;6,02623
256900;-2,55;5,46;1,63;6,2414
256910;-2,40;5,99;1,71;6,67605
256920;-2,48;6,45;2,08;7,21335
256930;-2,55;6,68;2,54;7,58218
256940;-2,70;6,68;2,76;7,71161
256950;-2,77;6,60;2,76;7,67235
256960;-2,85;6,45;2,61;7,5161
256970;-3,00;6,22;2,31;7,28037
256980;-3,37;5,99;2,09;7,18288
256990;-3,74;5,76;2,02;7,15885
257000;-4,04;5,92;2,02;7,43993
257010;-4,19;6,14;2,32;7,78781
257020;-4,04;6,37;2,55;7,96047
257030;-3,89;6,75;2,47;8,17458
257040;-3,74;6,98;2,25;8,23095
257050;-3,67;7,05;2,17;8,24227
257060;-3,52;7,21;1,95;8,25297
257070;-3,60;7,43;1,80;8,45065
257080;-3,89;7,43;2,10;8,65029
257090;-4,34;6,98;2,63;8,62603
257100;-5,38;6,60;3,16;9,0792
257110;-6,64;6,60;3,77;10,09261
257120;-7,46;6,98;4,15;11,02783
257130;-7,54;7,28;4,46;11,38841
257140;-7,17;8,04;4,68;11,74552
257150;-8,21;8,88;4,55;12,91904
257160;-8,22;9,56;4,18;13,27697
257170;-7,55;10,62;3,50;13,49292
257180;-6,96;11,76;3,66;14,14337
257190;-6,89;12,06;4,26;14,52655
257200;-6,96;12,06;4,86;14,74835
257210;-6,36;10,70;4,92;13,38029
257220;-6,21;9,48;4,53;12,20624
257230;-6,29;10,32;4,54;12,90475
257240;-5,99;11,08;4,92;13,51712
257250;-5,92;11,38;4,99;13,76262
257260;-5,92;11,23;4,69;13,52946
257270;-6,36;10,77;4,24;13,2094
257280;-6,73;10,32;3,79;12,88878
257290;-6,88;9,48;3,42;12,20097
257300;-7,10;8,65;3,26;11,65241
257310;-7,39;8,04;3,26;11,39784
257320;-7,17;7,43;3,33;10,84885
257330;-6,50;7,13;3,25;10,17701
257340;-5,75;6,83;3,16;9,46897
257350;-5,15;6,60;3,01;8,89677
257360;-4,71;6,22;2,78;8,27861
257370;-4,26;5,76;2,24;7,50931
257380;-4,03;5,16;1,64;6,74955
257390;-3,81;4,85;1,41;6,32853
257400;-3,51;4,93;1,41;6,21406
257410;-2,99;4,93;1,55;5,97133
257420;-2,77;5,39;1,70;6,28997
257430;-2,62;5,99;1,86;6,79907
257440;-2,62;6,52;2,16;7,3556
257450;-2,55;6,75;2,61;7,67469
257460;-2,70;6,83;2,76;7,84337
257470;-2,85;6,90;2,69;7,93666
257480;-2,92;6,75;2,46;7,7583
257490;-3,00;6,45;2,31;7,47595
257500;-3,29;6,14;2,24;7,32114
257510;-3,74;5,99;2,39;7,45611
257520;-3,81;5,99;2,47;7,51859
257530;-3,74;5,84;2,54;7,38443
257540;-3,81;5,99;2,54;7,54353
257550;-3,74;6,30;2,54;7,75074
257560;-3,59;6,52;2,17;7,7556
257570;-3,67;6,68;1,87;7,84193
257580;-3,74;6,98;1,57;8,07295
257590;-3,89;7,13;1,73;8,30397
257600;-4,49;6,68;2,40;8,39288
257610;-5,15;6,14;3,00;8,56212
257620;-5,82;5,84;3,31;8,88402
257630;-6,49;6,22;3,54;9,66261
257640;-7,24;6,98;3,93;10,79394
257650;-7,24;7,74;4,38;11,46738
257660;-7,62;8,80;4,54;12,49308
257670;-8,66;9,71;4,93;13,91464
257680;-8,14;10,16;4,56;13,79781
257690;-7,70;11,30;4,18;14,30251
257700;-7,26;12,14;4,34;14,79191
257710;-7,26;12,29;4,94;15,10188
257720;-6,74;11,30;5,15;14,12862
257730;-6,13;9,56;4,76;12,31213
257740;-6,28;9,94;4,31;12,52286
257750;-5,99;10,62;4,54;13,00888
257760;-5,77;11,08;4,69;13,33864
257770;-5,69;11,08;4,77;13,33266
257780;-5,91;10,70;4,47;13,01133
257790;-6,36;10,32;3,94;12,74316
257800;-6,73;9,79;3,49;12,37791
257810;-6,95;9,03;3,34;11,87011
257820;-7,25;8,50;3,19;11,61086
257830;-7,54;7,81;3,26;11,33676
257840;-7,17;7,36;3,33;10,79595
257850;-6,50;7,28;3,32;10,30831
257860;-5,83;6,98;3,31;9,675
257870;-5,23;6,60;3,23;9,0186
257880;-4,63;6,22;2,93;8,28851
257890;-4,18;5,69;2,39;7,45578
257900;-3,88;5,16;1,79;6,69954
257910;-3,66;4,93;1,48;6,31686
257920;-3,44;5,01;1,41;6,23342
257930;-2,92;5,16;1,48;6,107
257940;-2,62;5,54;1,55;6,31963
257950;-2,47;6,07;1,71;6,77128
257960;-2,48;6,52;2,01;7,26053
257970;-2,77;6,83;2,54;7,79332
257980;-3,00;6,90;2,77;8,01725
257990;-3,15;6,90;2,84;8,10012
258000;-3,22;6,68;2,84;7,93696
258010;-3,22;6,37;2,61;7,60162
258020;-3,37;6,07;2,39;7,33879
258030;-3,59;5,92;2,39;7,32033
258040;-3,66;5,84;2,39;7,29592
258050;-3,51;5,76;2,46;7,18598
258060;-3,74;6,14;2,54;7,62828
258070;-3,96;6,52;2,55;8,04593
258080;-4,19;6,75;2,18;8,23687
258090;-4,41;6,90;1,88;8,40365
258100;-4,64;6,98;1,88;8,58568
258110;-4,86;6,68;2,26;8,55752
258120;-4,93;6,30;2,78;8,46459
258130;-5,08;5,92;3,15;8,40855
258140;-5,60;5,92;3,23;8,76182
258150;-6,12;6,45;3,31;9,48717
258160;-6,72;7,05;3,55;10,3675
258170;-6,87;7,74;4,00;11,09424
258180;-6,20;8,65;4,38;11,5077
258190;-7,10;9,71;4,39;12,80575
258200;-7,62;10,24;4,25;13,45563
258210;-7,63;11,00;4,03;13,97849
258220;-7,48;11,76;4,19;14,55014
258230;-7,63;12,06;4,71;15,03038
258240;-7,63;11,76;5,09;14,91011
258250;-6,73;9,86;4,62;12,79946
258260;-6,58;9,56;4,09;12,30168
258270;-6,29;10,39;4,32;12,88886
258280;-5,92;11,00;4,62;13,31473
258290;-5,84;11,30;4,62;13,53477
258300;-6,07;11,15;4,47;13,45655
258310;-6,51;10,54;4,32;13,12238
258320;-6,95;9,94;3,87;12,73017
258330;-6,95;9,18;3,49;12,0296
258340;-7,02;8,57;3,41;11,59304
258350;-7,24;7,89;3,33;11,21564
258360;-7,09;7,43;3,25;10,77627
258370;-6,57;7,36;3,25;10,38523
258380;-5,83;7,13;3,32;9,78647
258390;-5,23;6,83;3,23;9,18727
258400;-4,71;6,37;2,93;8,44435
258410;-4,18;5,76;2,32;7,49017
258420;-3,88;5,08;1,49;6,56625
258430;-3,59;4,85;1,18;6,14923
258440;-3,44;4,93;1,33;6,1551
258450;-3,07;5,01;1,41;6,03558
258460;-2,77;5,31;1,48;6,16723
258470;-2,85;5,84;1,71;6,71691
258480;-2,92;6,30;2,09;7,24671
258490;-3,00;6,68;2,69;7,79541
258500;-2,92;6,83;2,99;8,00452
258510;-2,92;6,83;2,99;8,00452
258520;-2,92;6,75;2,76;7,85873
258530;-3,07;6,45;2,61;7,60371
258540;-3,29;6,30;2,46;7,51945
258550;-3,59;6,30;2,39;7,6313
258560;-3,52;6,14;2,32;7,44736
258570;-3,44;5,99;2,31;7,28644
258580;-3,52;6,07;2,24;7,36162
258590;-3,44;6,14;2,17;7,36725
258600;-3,52;6,14;1,87;7,32024
258610;-3,81;6,30;1,57;7,52586
258620;-4,04;6,52;1,50;7,81658
258630;-4,41;6,52;2,03;8,13033
258640;-4,86;6,37;2,85;8,50353
258650;-5,53;6,14;3,46;8,95647
258660;-6,27;6,45;3,76;9,74907
258670;-7,09;6,98;3,85;10,66692
258680;-7,84;7,59;4,24;11,69983
258690;-7,47;8,27;4,69;12,08613
258700;-7,02;8,95;4,39;12,19437
258710;-8,07;9,86;4,18;13,40878
258720;-7,62;10,32;3,65;13,33725
258730;-7,48;11,15;3,66;13,91462
258740;-7,03;11,76;3,96;14,26051
258750;-7,04;11,91;4,78;14,63499
258760;-6,66;11,15;5,15;13,97068
258770;-5,91;9,25;4,68;11,93507
258780;-6,06;9,48;4,31;12,04851
258790;-6,06;10,09;4,61;12,64017
258800;-5,91;10,70;4,84;13,14437
258810;-5,92;11,00;4,77;13,36712
258820;-6,21;10,77;4,62;13,26349
258830;-6,73;10,16;4,39;12,95807
258840;-7,03;9,71;4,09;12,66388
258850;-7,02;9,10;3,71;12,08208
258860;-7,17;8,50;3,56;11,67343
258870;-7,32;8,04;3,41;11,39368
258880;-7,24;7,66;3,26;11,03354
258890;-6,57;7,66;3,18;10,58154
258900;-5,83;7,43;3,24;9,98601
258910;-5,16;7,05;3,16;9,29133
258920;-4,63;6,52;2,85;8,49401
258930;-4,26;5,99;2,32;7,7091
258940;-3,96;5,23;1,56;6,74508
258950;-3,59;5,01;1,26;6,28526
258960;-3,14;5,01;1,33;6,05659
258970;-2,77;5,08;1,40;5,95411
258980;-2,69;5,46;1,56;6,28476
258990;-2,77;5,92;1,86;6,79188
259000;-3,15;6,52;2,32;7,60262
259010;-3,30;6,75;2,99;8,0861
259020;-3,07;6,75;3,29;8,11364
259030;-3,00;6,75;3,21;8,0553
259040;-2,85;6,60;2,84;7,727
259050;-3,00;6,37;2,69;7,53523
259060;-3,22;6,22;2,54;7,44885
259070;-3,37;5,99;2,46;7,30071
259080;-3,44;5,92;2,46;7,27317
259090;-3,52;6,14;2,47;7,49534
259100;-3,67;6,45;2,62;7,86447
259110;-3,44;6,52;2,62;7,8264
259120;-3,44;6,60;2,62;7,89018
259130;-3,59;6,83;2,32;8,05549
259140;-3,67;6,98;2,02;8,13875
259150;-3,67;7,13;1,72;8,20142
259160;-3,89;7,13;1,65;8,2887
259170;-4,71;6,98;2,11;8,6777
259180;-5,60;6,37;2,78;8,9275
259190;-6,19;5,69;3,38;9,06405
259200;-6,56;5,61;3,61;9,36115
259210;-7,16;6,14;3,77;10,16149
259220;-7,69;7,05;4,23;11,25728
259230;-7,10;8,27;4,46;11,77169
259240;-6,43;9,18;4,08;11,92673
259250;-7,33;10,54;4,10;13,47884
259260;-7,18;11,08;4,10;13,82234
259270;-7,33;11,99;4,56;14,77182
259280;-7,19;12,36;5,09;15,17809
259290;-7,41;11,91;5,53;15,07691
259300;-6,73;9,86;5,14;12,99763
259310;-6,21;9,41;4,31;12,06476
259320;-5,91;10,16;4,31;12,52371
259330;-5,69;10,70;4,69;12,98994
259340;-5,62;10,92;4,84;13,20109
259350;-5,84;10,77;4,69;13,11895
259360;-6,29;10,32;4,47;12,87856
259370;-6,73;9,86;4,09;12,61963
259380;-6,88;9,33;3,64;12,14786
259390;-6,87;8,72;3,49;11,63992
259400;-7,02;8,19;3,33;11,29213
259410;-6,87;7,81;3,18;10,87869
259420;-6,42;7,66;3,10;10,4666
259430;-5,68;7,51;3,09;9,90942
259440;-5,01;7,13;3,08;9,24219
259450;-4,56;6,68;2,93;8,59694
259460;-4,26;6,14;2,47;7,87415
259470;-4,04;5,69;1,94;7,23998
259480;-3,96;5,23;1,41;6,71189
259490;-3,81;5,23;1,34;6,60989
259500;-3,59;5,31;1,41;6,56071
259510;-3,29;5,46;1,63;6,58153
259520;-3,14;5,76;1,86;6,82316
259530;-3,07;6,07;2,16;7,13508
259540;-3,07;6,60;2,47;7,68466
259550;-3,07;6,75;2,84;7,94183
259560;-2,85;6,60;2,91;7,75485
259570;-2,92;6,52;2,69;7,63629
259580;-3,00;6,45;2,24;7,45308
259590;-2,92;6,22;2,01;7,15994
259600;-2,99;5,99;2,09;7,01536
259610;-3,14;5,92;2,16;7,03899
259620;-3,59;6,14;2,39;7,50691
259630;-3,74;6,14;2,69;7,67957
259640;-3,66;5,99;2,92;7,60435
259650;-4,04;6,30;2,70;7,94905
259660;-3,96;6,52;2,17;7,93552
259670;-4,04;6,52;1,87;7,89703
259680;-4,41;6,45;1,80;8,01573
259690;-4,93;6,37;1,73;8,23917
259700;-5,38;6,07;1,66;8,27367
259710;-5,97;5,84;1,59;8,50051
259720;-6,79;5,84;1,82;9,13676
259730;-7,83;6,45;2,73;10,50457
259740;-8,06;6,98;3,71;11,28597
259750;-7,39;8,04;4,76;11,91349
259760;-7,47;9,41;5,44;13,18825
259770;-7,77;10,39;5,98;14,28768
259780;-7,18;11,15;5,45;14,33923
259790;-7,04;12,06;5,01;14,83419
259800;-7,11;12,21;4,79;14,91963
259810;-7,41;11,76;4,93;14,74518
259820;-6,66;9,86;4,39;12,68071
259830;-6,28;8,57;3,70;11,25144
259840;-6,58;9,56;3,71;12,18219
259850;-6,44;10,62;4,62;13,24758
259860;-6,29;11,30;5,07;13,89251
259870;-6,29;11,45;5,22;14,07178
259880;-6,58;10,85;5,15;13,69262
259890;-6,95;10,24;4,47;13,16042
259900;-7,18;9,63;3,79;12,59612
259910;-7,10;8,88;3,34;11,84439
259920;-7,24;8,12;3,03;11,29381
259930;-7,24;7,43;2,73;10,73007
259940;-6,79;7,21;2,50;10,21444
259950;-5,90;6,98;2,57;9,49141
259960;-5,08;6,52;2,78;8,72295
259970;-4,56;6,14;2,62;8,08705
259980;-4,11;5,76;2,24;7,42554
259990;-3,88;5,31;1,79;6,81674
260000;-3,88;5,01;1,56;6,52491
260010;-3,81;5,16;1,49;6,58214
260020;-3,36;5,23;1,48;6,39502
260030;-2,99;5,39;1,56;6,35385
260040;-2,92;5,69;1,78;6,63766
260050;-3,07;6,22;2,01;7,22186
260060;-3,07;6,60;2,39;7,66094
260070;-3,00;6,60;2,69;7,73004
260080;-3,29;6,68;2,77;7,94118
260090;-3,59;6,68;2,62;8,0198
260100;-3,52;6,52;2,32;7,76479
260110;-3,37;6,14;2,09;7,31091
260120;-3,66;5,99;2,17;7,34987
260130;-3,96;5,99;2,32;7,54763
260140;-3,81;5,76;2,39;7,31212
260150;-3,81;5,84;2,39;7,3725
260160;-3,81;6,37;2,24;7,75705
260170;-3,67;6,83;1,87;7,97155
260180;-3,67;6,83;1,72;7,93766
260190;-3,74;6,68;1,65;7,82688
260200;-4,34;6,52;1,95;8,0712
260210;-5,15;6,07;2,40;8,31493
260220;-5,90;5,61;2,63;8,55447
260230;-6,56;5,23;2,71;8,8202
260240;-7,09;5,54;2,87;9,43767
260250;-7,31;6,14;3,10;10,03843
260260;-7,16;6,68;3,62;10,44053
260270;-7,77;8,27;4,01;12,03193
260280;-8,14;9,33;4,77;13,27086
260290;-7,85;10,54;4,56;13,91097
260300;-7,56;12,21;4,64;15,09177
260310;-7,56;12,97;5,02;15,82974
260320;-7,78;12,82;5,54;15,98868
260330;-7,03;11,38;5,23;14,36154
260340;-5,91;8,80;4,15;11,38219
260350;-6,21;9,33;3,63;11,78026
260360;-6,14;10,09;4,16;12,51945
260370;-5,99;10,70;4,62;13,09769
260380;-5,92;10,85;4,77;13,24197
260390;-6,21;10,77;4,92;13,37087
260400;-6,66;10,16;4,77;13,05119
260410;-7,03;9,71;4,17;12,68831
260420;-7,17;9,25;3,64;12,26212
260430;-7,10;8,80;3,19;11,74535
260440;-7,32;8,19;2,96;11,37671
260450;-7,47;7,74;2,88;11,13126
260460;-7,02;7,59;2,80;10,70733
260470;-6,20;7,51;2,87;10,1519
260480;-5,53;7,21;3,01;9,56977
260490;-4,86;6,83;2,93;8,87556
260500;-4,34;6,37;2,77;8,18971
260510;-4,04;5,92;2,24;7,50409
260520;-3,81;5,23;1,71;6,69562
260530;-3,74;5,08;1,49;6,47959
260540;-3,59;5,08;1,48;6,3944
260550;-3,29;5,01;1,63;6,20735
260560;-3,14;5,16;1,71;6,27495
260570;-3,22;5,54;1,93;6,6889
260580;-3,29;6,14;2,24;7,32114
260590;-3,29;6,52;2,69;7,78726
260600;-3,15;6,60;2,92;7,86988
260610;-3,07;6,83;2,92;8,03334
260620;-3,07;6,90;2,77;8,04522
260630;-2,92;6,52;2,54;7,58479
260640;-3,00;6,30;2,46;7,39314
260650;-3,37;6,30;2,32;7,50486
260660;-3,52;6,22;2,24;7,48817
260670;-3,37;5,92;2,24;7,16503
260680;-3,44;5,69;2,46;7,08858
260690;-3,59;6,07;2,47;7,46893
260700;-3,59;6,52;2,02;7,715
260710;-3,74;6,75;1,57;7,87669
260720;-3,97;6,98;1,43;8,15151
260730;-4,19;6,98;1,65;8,30427
260740;-4,63;6,68;2,33;8,45276
260750;-5,23;6,07;3,08;8,57999
260760;-5,82;5,76;3,46;8,8911
260770;-6,42;5,99;3,61;9,4936
260780;-7,16;6,68;3,85;10,52072
260790;-7,09;7,74;4,30;11,34444
260800;-7,47;9,25;4,17;12,60256
260810;-8,15;10,32;4,18;13,79281
260820;-7,93;11,08;4,11;14,22481
260830;-7,78;11,99;4,64;15,02243
260840;-7,63;12,36;4,94;15,34665
260850;-7,63;12,21;5,39;15,37516
260860;-6,81;10,85;5,07;13,77467
260870;-5,91;8,95;4,23;11,52775
260880;-5,91;9,79;3,86;12,06557
260890;-5,62;10,70;4,24;12,80179
260900;-5,40;11,38;4,62;13,41171
260910;-5,47;11,45;4,77;13,55879
260920;-5,99;11,15;4,77;13,5254
260930;-6,43;10,47;4,54;13,09981
260940;-6,88;9,71;4,17;12,60663
260950;-7,25;9,33;3,64;12,36311
260960;-7,40;8,95;3,42;12,10332
260970;-7,24;8,27;3,26;11,46573
260980;-6,95;7,96;3,18;11,03527
260990;-6,35;7,81;3,10;10,53389
261000;-5,68;7,43;3,02;9,8281
261010;-5,08;6,90;2,93;9,05851
261020;-4,63;6,30;2,70;8,26876
261030;-4,26;5,61;2,09;7,34962
261040;-3,96;5,08;1,49;6,6111
261050;-3,51;4,70;1,26;6,00054
261060;-3,29;4,78;1,11;5,90379
261070;-3,14;5,16;1,18;6,15319
261080;-2,69;5,39;1,40;6,1828
261090;-2,55;5,76;1,86;6,56901
261100;-2,62;6,45;2,31;7,33385
261110;-2,77;6,52;2,69;7,57982
261120;-2,70;6,37;2,31;7,29417
261130;-2,55;6,07;1,78;6,81824
261140;-2,70;5,84;1,63;6,63607
261150;-2,92;5,61;1,71;6,55243
261160;-3,29;5,54;1,94;6,72508
261170;-3,29;5,61;1,94;6,78779
261180;-3,29;6,14;2,01;7,25549
261190;-3,07;6,68;2,24;7,68142
261200;-2,92;6,98;2,24;7,89041
261210;-3,00;7,28;1,94;8,11176
261220;-3,00;7,36;1,50;8,08421
261230;-3,59;7,28;1,35;8,23206
261240;-4,49;7,28;1,58;8,69847
261250;-5,23;6,68;2,11;8,73762
261260;-5,82;5,99;2,86;8,82994
261270;-6,42;5,92;3,46;9,38948
261280;-7,39;6,22;4,00;10,45001
261290;-7,69;7,05;4,46;11,34374
261300;-7,32;8,19;4,68;11,9416
261310;-7,70;9,71;4,25;13,09727
261320;-7,92;10,54;3,88;13,74816
261330;-7,78;11,53;4,19;14,52449
261340;-7,48;12,29;4,56;15,09342
261350;-7,34;12,52;4,94;15,32437
261360;-7,26;12,14;5,39;15,13268
261370;-6,43;10,39;4,99;13,20228
261380;-6,06;9,48;4,16;11,99569
261390;-5,91;10,54;3,86;12,6918
261400;-5,69;11,38;4,32;13,43598
261410;-5,69;11,53;4,54;13,63823
261420;-5,92;11,38;4,54;13,6058
261430;-6,36;10,85;4,62;13,39608
261440;-6,88;10,01;4,62;12,99641
261450;-7,47;9,41;4,02;12,66712
261460;-7,55;9,18;3,57;12,40566
261470;-7,17;8,88;3,49;11,93216
261480;-6,87;8,34;3,33;11,31175
261490;-6,65;8,04;3,18;10,90612
261500;-6,05;7,74;3,10;10,29948
261510;-5,31;7,21;3,01;9,44148
261520;-4,63;6,60;2,85;8,55251
261530;-4,18;5,84;2,32;7,54912
261540;-3,96;5,31;1,56;6,8048
261550;-3,73;4,63;1,33;6,09273
261560;-3,44;4,48;1,55;5,85148
261570;-3,06;4,63;1,48;5,74218
261580;-2,77;5,08;1,40;5,95411
261590;-2,62;5,54;1,85;6,40001
261600;-2,55;5,99;2,38;6,93293
261610;-2,85;6,45;2,84;7,59685
261620;-2,85;6,52;3,14;7,7779
261630;-2,70;6,52;2,99;7,66413
261640;-2,55;6,37;2,61;7,34125
261650;-2,70;6,22;2,16;7,11502
261660;-2,85;6,07;1,94;6,976
261670;-2,99;5,84;2,01;6,86292
261680;-3,14;5,76;2,09;6,88789
261690;-3,22;6,07;2,09;7,17885
261700;-3,22;6,52;2,32;7,63353
261710;-3,07;6,68;2,69;7,8245
261720;-2,92;6,68;2,61;7,74123
261730;-3,00;6,98;2,32;7,94034
261740;-3,30;7,28;2,10;8,26409
261750;-3,52;7,36;1,95;8,38537
261760;-3,97;7,36;1,95;8,58352
261770;-4,79;7,36;2,33;9,08126
261780;-5,53;6,75;2,94;9,20564
261790;-6,49;6,22;3,54;9,66261
261800;-7,39;6,22;4,07;10,47892
261810;-7,98;6,52;4,45;11,22903
261820;-7,69;7,13;4,76;11,5118
261830;-7,02;8,19;4,08;11,53542
261840;-6,88;9,94;3,27;12,52002
261850;-7,10;10,54;3,95;13,31305
261860;-6,96;11,23;4,40;13,92173
261870;-6,66;12,06;5,01;14,66038
261880;-6,37;12,59;5,38;15,10147
261890;-6,44;12,44;5,68;15,11672
261900;-6,06;10,09;5,14;12,84064
261910;-6,06;9,25;4,46;11,92391
261920;-6,14;10,54;4,39;12,96576
261930;-5,99;11,30;4,99;13,73198
261940;-5,99;11,45;5,22;13,94039
261950;-6,14;11,30;5,15;13,85301
261960;-6,29;11,15;5,07;13,76831
261970;-6,58;10,77;4,92;13,5488
261980;-7,10;10,01;4,32;13,01388
261990;-7,18;9,63;3,72;12,57403
262000;-6,88;9,25;3,49;12,04529
262010;-6,72;8,50;3,56;11,40305
262020;-6,57;7,96;3,48;10,89583
262030;-6,20;7,66;3,55;10,47436
262040;-5,53;7,21;3,61;9,77497
262050;-4,78;6,83;3,53;9,05164
262060;-4,34;6,37;3,22;8,35282
262070;-3,89;5,84;2,54;7,46078
262080;-3,44;4,78;1,63;6,10701
262090;-3,21;4,17;1,40;5,44622
262100;-3,06;4,25;1,25;5,38288
262110;-2,99;4,78;1,18;5,7577
262120;-2,69;5,01;1,48;5,87289
262130;-2,55;5,46;2,00;6,34954
262140;-2,85;6,14;2,61;7,2564
262150;-2,85;6,37;3,06;7,62002
262160;-2,77;6,45;3,36;7,78093
262170;-2,77;6,45;3,21;7,71735
262180;-2,92;6,45;2,84;7,62526
262190;-3,14;6,22;2,39;7,3672
262200;-3,37;5,84;2,16;7,07835
262210;-3,59;5,69;2,09;7,0426
262220;-3,74;5,84;2,02;7,2207
262230;-3,81;6,37;2,10;7,71526
262240;-3,52;6,52;2,32;7,76479
262250;-3,07;6,60;2,39;7,66094
262260;-2,77;6,83;2,09;7,65854
262270;-2,55;7,28;2,02;7,97531
262280;-2,40;7,43;2,17;8,10654
262290;-2,18;7,43;2,39;8,1061
262300;-3,22;7,81;2,47;8,80669
262310;-5,01;7,74;3,01;9,69739
262320;-6,49;6,60;3,69;9,96743
262330;-7,24;6,07;4,07;10,28285
262340;-7,98;5,99;4,23;10,83601
262350;-8,28;6,52;4,23;11,3575
262360;-7,76;7,59;4,08;11,59569
262370;-7,39;8,57;3,34;11,80151
262380;-7,92;9,86;3,43;13,10382
262390;-7,63;10,54;3,80;13,55652
262400;-7,18;11,76;4,41;14,46528
262410;-6,67;12,59;4,86;15,05305
262420;-6,59;12,52;5,53;15,18863
262430;-6,29;10,92;5,44;13,72824
262440;-5,98;9,33;4,76;12,06088
262450;-5,91;10,32;4,31;12,64819
262460;-5,77;11,00;4,77;13,3015
262470;-5,69;11,38;4,84;13,61343
262480;-5,77;11,38;4,62;13,56667
262490;-6,21;10,85;4,54;13,29982
262500;-6,66;9,94;4,32;12,71459
262510;-7,03;9,33;4,02;12,34989
262520;-7,25;8,80;3,71;11,98805
262530;-7,24;8,27;3,56;11,55461
262540;-7,24;7,74;3,26;11,08674
262550;-6,87;7,51;3,25;10,68381
262560;-6,05;7,51;3,17;10,15128
262570;-5,23;7,28;3,16;9,50732
262580;-4,56;6,98;2,93;8,83545
262590;-4,04;6,52;2,55;8,08345
262600;-3,74;5,99;1,94;7,32448
262610;-3,59;5,39;1,41;6,62258
262620;-3,44;5,08;1,41;6,29461
262630;-3,29;5,16;1,48;6,29382
262640;-2,99;5,31;1,63;6,30807
262650;-2,77;5,54;1,86;6,46272
262660;-2,70;5,92;2,08;6,82658
262670;-2,92;6,52;2,69;7,63629
262680;-2,85;6,75;3,14;7,97083
262690;-2,70;6,75;3,14;7,91842
262700;-2,55;6,52;2,98;7,6129
262710;-2,55;6,30;2,68;7,30225
262720;-2,77;6,07;2,46;7,10921
262730;-3,07;5,84;2,31;6,98959
262740;-3,37;5,92;2,16;7,14196
262750;-3,37;5,84;2,16;7,07835
262760;-3,29;6,07;2,24;7,25717
262770;-3,44;6,52;2,32;7,73125
262780;-3,30;6,75;2,54;7,93062
262790;-3,22;6,83;2,47;7,94033
262800;-3,44;6,98;2,17;8,07879
262810;-3,67;6,90;1,87;8,03672
262820;-4,04;6,60;1,80;7,94261
262830;-4,63;6,37;2,10;8,15282
262840;-5,23;6,07;2,48;8,38377
262850;-5,60;5,84;2,86;8,57871
262860;-6,12;6,07;3,16;9,1797
262870;-6,94;6,22;3,54;9,9695
262880;-7,46;6,90;4,23;11,00848
262890;-7,02;8,19;4,68;11,76114
262900;-6,58;9,86;3,94;12,4929
262910;-7,03;11,38;4,03;13,96978
262920;-7,48;12,06;4,64;14,9315
262930;-7,48;12,59;5,24;15,5572
262940;-7,19;12,67;5,54;15,58206
262950;-7,11;12,14;5,61;15,14294
262960;-6,66;9,94;5,29;13,07735
262970;-6,28;9,25;4,61;12,09633
262980;-5,84;10,32;4,39;12,63879
262990;-5,62;11,00;4,91;13,29238
263000;-5,54;11,23;5,14;13,53397
263010;-5,62;11,15;4,84;13,39067
263020;-5,92;10,85;4,62;13,18874
263030;-6,14;10,16;4,39;12,657
263040;-6,58;9,48;3,86;12,16991
263050;-6,80;9,25;3,49;12,00234
263060;-6,80;8,80;3,41;11,63144
263070;-6,80;8,27;3,48;11,25566
263080;-6,42;7,81;3,48;10,69516
263090;-5,61;7,59;3,39;10,02267
263100;-4,93;7,13;3,23;9,25331
263110;-4,49;6,68;3,00;8,58352
263120;-4,19;6,14;2,62;7,88242
263130;-3,89;5,69;2,09;7,19986
263140;-3,66;5,16;1,64;6,53308
263150;-3,51;4,78;1,63;6,14921
263160;-3,29;4,78;1,71;6,04489
263170;-2,92;5,01;1,70;6,03848
263180;-2,69;5,31;2,00;6,28133
263190;-2,77;5,84;2,38;6,88857
263200;-2,85;6,30;2,84;7,46753
263210;-2,77;6,68;3,14;7,87946
263220;-2,70;6,90;3,14;8,04827
263230;-2,63;6,90;3,06;7,994
263240;-2,77;6,83;2,84;7,8958
263250;-3,00;6,68;2,54;7,74494
263260;-3,07;6,37;2,24;7,41776
263270;-3,14;5,99;2,16;7,10299
263280;-3,37;5,76;2,16;7,01578
263290;-3,29;5,84;2,16;7,04347
263300;-3,29;6,14;2,46;7,39272
263310;-3,14;6,22;2,69;7,46948
263320;-3,07;6,37;2,54;7,51372
263330;-3,07;6,83;2,17;7,7925
263340;-3,00;7,21;2,02;8,06206
263350;-3,07;7,36;2,02;8,22529
263360;-3,67;7,81;1,88;8,83437
263370;-4,86;7,89;2,34;9,5567
263380;-5,83;7,21;3,24;9,81696
263390;-6,57;6,37;3,99;9,98214
263400;-7,09;5,99;4,59;10,35452
