"Time,Date";"Acc,X";"Acc,Y";"Acc,Z";"Acc.Abs"
217360;-6,58;8,57;3,11;11,24096
217370;-6,20;8,04;3,33;10,68466
217380;-5,60;7,36;3,24;9,79938
217390;-5,23;7,13;2,71;9,24931
217400;-4,71;6,90;2,48;8,71566
217410;-4,19;6,37;2,32;7,96923
217420;-3,96;5,99;1,79;7,40351
217430;-3,89;5,61;1,64;7,02058
217440;-3,74;5,16;1,79;6,614
217450;-3,51;4,78;2,08;6,28331
217460;-3,59;4,93;2,23;6,4918
217470;-3,44;5,39;2,31;6,79369
217480;-3,07;5,92;2,39;7,07813
217490;-3,00;6,30;2,24;7,32129
217500;-2,85;6,52;2,24;7,4605
217510;-2,62;6,37;1,94;7,1564
217520;-2,55;6,14;1,41;6,79879
217530;-2,77;6,14;0,74;6,78003
217540;-3,14;6,30;0,52;7,05528
217550;-2,77;6,07;0,81;6,71976
217560;-2,47;5,92;0,96;6,48296
217570;-2,62;5,99;1,11;6,63375
217580;-2,85;6,30;1,64;7,09952
217590;-2,92;6,68;2,31;7,64515
217600;-2,85;6,60;2,54;7,62229
217610;-3,00;6,75;2,17;7,69709
217620;-3,30;7,28;1,95;8,2273
217630;-3,97;7,74;1,81;8,88076
217640;-4,94;7,89;2,26;9,57655
217650;-5,75;7,36;3,02;9,81393
217660;-6,57;6,90;3,70;10,21971
217670;-7,39;6,90;4,08;10,9011
217680;-7,76;7,05;4,23;11,30794
217690;-7,84;7,51;4,31;11,67781
217700;-7,91;8,42;4,24;12,3091
217710;-7,84;9,48;4,17;12,99425
217720;-7,25;10,47;4,03;13,35611
217730;-6,88;11,38;4,03;13,89508
217740;-6,81;12,14;4,18;14,53316
217750;-6,67;12,52;4,41;14,84934
217760;-6,44;12,06;4,40;14,36411
217770;-5,91;9,71;3,63;11,93309
217780;-5,91;8,57;3,10;10,8609
217790;-6,13;9,86;3,41;12,10401
217800;-5,92;11,00;4,09;13,14191
217810;-6,07;11,76;4,47;13,96579
217820;-6,59;11,76;4,48;14,20114
217830;-7,11;11,15;4,55;13,98383
217840;-7,25;10,32;4,55;13,40506
217850;-7,10;9,48;4,17;12,55683
217860;-6,80;8,88;3,49;11,71114
217870;-6,43;8,34;2,80;10,89854
217880;-6,05;8,04;2,72;10,42596
217890;-5,68;7,66;2,94;9,98014
217900;-5,08;7,21;3,01;9,31736
217910;-4,56;6,83;2,93;8,71556
217920;-4,11;6,37;2,77;8,0732
217930;-3,81;6,07;2,47;7,57929
217940;-3,66;5,69;1,79;6,99877
217950;-3,59;5,31;1,41;6,56071
217960;-3,66;5,23;1,64;6,5927
217970;-3,36;4,85;2,01;6,23606
217980;-3,21;4,70;1,78;5,96549
217990;-3,29;5,31;1,48;6,41913
218000;-3,07;5,76;1,56;6,71341
218010;-2,92;6,14;1,71;7,01446
218020;-2,85;6,60;1,86;7,42487
218030;-2,70;6,75;1,86;7,50542
218040;-2,55;6,75;1,79;7,43485
218050;-2,40;6,68;1,49;7,24746
218060;-2,33;6,60;1,19;7,0969
218070;-2,33;6,68;1,19;7,16762
218080;-2,55;6,75;1,49;7,3685
218090;-2,62;6,45;1,64;7,15022
218100;-2,62;6,14;1,41;6,82746
218110;-2,55;6,37;1,34;6,99066
218120;-2,62;6,60;1,79;7,3227
218130;-2,85;6,98;1,79;7,74706
218140;-4,04;7,96;1,81;9,11263
218150;-5,16;8,34;2,42;10,10494
218160;-5,90;7,66;3,25;10,20071
218170;-6,79;7,21;3,77;10,59849
218180;-7,84;7,28;3,93;11,39732
218190;-8,43;7,66;3,94;12,05459
218200;-8,66;8,34;3,72;12,58716
218210;-8,44;9,25;3,43;12,98451
218220;-7,77;10,16;3,43;13,24595
218230;-7,33;10,85;3,65;13,59103
218240;-6,81;11,45;3,80;13,8576
218250;-6,22;11,99;3,95;14,06775
218260;-5,85;12,14;4,02;14,05928
218270;-5,47;11,00;3,79;12,85475
218280;-5,31;8,95;3,10;10,86009
218290;-5,76;9,25;2,88;11,27424
218300;-5,84;10,54;3,41;12,52698
218310;-5,84;11,45;3,87;13,42802
218320;-6,14;11,76;4,02;13,86115
218330;-6,81;11,38;4,03;13,85827
218340;-7,18;10,62;4,10;13,45776
218350;-7,10;9,79;3,94;12,71714
218360;-6,95;9,18;3,41;12,00806
218370;-6,65;8,88;2,81;11,44105
218380;-6,35;8,65;2,43;11,00186
218390;-5,83;8,34;2,50;10,48203
218400;-5,16;7,89;2,64;9,78829
218410;-4,71;7,59;2,49;9,26879
218420;-4,34;7,13;2,48;8,70635
218430;-4,04;6,60;2,55;8,14522
218440;-3,81;5,99;2,24;7,44779
218450;-3,81;5,39;1,56;6,77918
218460;-3,88;4,93;1,26;6,40099
218470;-3,73;4,63;1,56;6,14588
218480;-3,44;4,63;1,93;6,07727
218490;-3,44;4,85;1,93;6,25269
218500;-3,29;5,39;1,86;6,57812
218510;-3,07;5,69;1,93;6,74623
218520;-3,00;6,37;2,09;7,34298
218530;-2,92;6,75;2,17;7,66858
218540;-2,85;6,83;2,02;7,66587
218550;-2,70;6,83;1,71;7,53804
218560;-2,48;6,75;1,41;7,32805
218570;-2,40;6,90;1,26;7,41619
218580;-2,33;6,83;1,34;7,33476
218590;-2,33;6,68;1,49;7,22328
218600;-2,48;6,45;1,41;7,04823
218610;-2,40;6,30;1,26;6,85344
218620;-2,55;6,45;1,34;7,05999
218630;-2,55;6,60;1,49;7,22893
218640;-3,22;7,21;1,50;8,03404
218650;-4,79;8,19;1,89;9,67501
218660;-5,75;7,74;2,87;10,05986
218670;-6,20;6,60;3,77;9,8037
218680;-7,01;6,37;3,92;10,25438
218690;-8,13;6,83;4,08;11,37482
218700;-8,65;7,28;4,16;12,05231
218710;-8,66;8,19;3,95;12,55551
218720;-8,37;9,41;3,80;13,14919
218730;-7,70;10,54;3,43;13,49847
218740;-7,03;11,61;3,43;13,99815
218750;-6,52;12,06;3,58;14,1679
218760;-6,29;12,52;3,81;14,51681
218770;-6,07;12,29;3,95;14,26345
218780;-5,61;10,01;3,56;12,01817
218790;-5,68;8,65;2,95;10,75963
218800;-6,14;10,16;3,34;12,33264
218810;-5,99;11,45;4,02;13,53716
218820;-6,14;12,06;4,25;14,18715
218830;-6,74;11,83;4,25;14,26547
218840;-7,40;11,23;4,26;14,10517
218850;-7,40;10,39;4,18;13,42383
218860;-7,10;9,48;3,87;12,46082
218870;-6,73;8,95;3,11;11,62058
218880;-6,43;8,57;2,58;11,01952
218890;-5,90;8,04;2,50;10,28294
218900;-5,23;7,28;2,41;9,28486
218910;-4,78;6,90;2,41;8,73519
218920;-4,41;6,52;2,33;8,20995
218930;-4,04;6,14;2,32;7,70846
218940;-3,81;5,76;2,02;7,19856
218950;-3,88;5,31;1,41;6,72832
218960;-3,88;4,93;1,49;6,44909
218970;-3,51;4,63;1,71;6,05307
218980;-3,44;5,01;1,63;6,28806
218990;-3,22;5,39;1,71;6,50013
219000;-2,84;5,54;1,78;6,47402
219010;-2,85;6,14;1,71;6,98373
219020;-2,92;6,83;1,87;7,65614
219030;-2,85;6,98;2,09;7,82186
219040;-2,77;6,83;2,01;7,63843
219050;-2,77;6,83;1,79;7,58221
219060;-2,77;6,75;1,56;7,46439
219070;-2,63;6,75;1,49;7,39464
219080;-2,70;6,90;1,49;7,55941
219090;-2,55;6,75;1,56;7,384
219100;-2,48;6,68;1,49;7,27285
219110;-2,55;6,75;1,34;7,3397
219120;-2,70;6,83;1,41;7,47554
219130;-2,70;6,90;1,49;7,55941
219140;-3,82;7,66;1,65;8,71845
219150;-5,01;8,04;2,34;9,75869
219160;-5,38;6,98;3,01;9,31087
219170;-5,90;6,30;3,39;9,26606
219180;-6,72;6,30;3,47;9,83625
219190;-7,61;6,83;3,48;10,79899
219200;-8,28;7,21;3,71;11,58833
219210;-8,14;7,74;3,79;11,84888
219220;-7,69;8,80;3,57;12,21999
219230;-7,40;10,16;3,27;12,99177
219240;-7,03;11,15;3,35;13,60199
219250;-6,89;11,91;3,66;14,23429
219260;-6,59;12,52;4,03;14,70907
219270;-6,37;12,52;4,18;14,65205
219280;-5,92;11,00;4,02;13,11875
219290;-5,53;8,57;3,17;10,68434
219300;-5,83;9,18;2,96;11,26957
219310;-5,91;10,62;3,49;12,64589
219320;-5,77;11,45;3,94;13,41712
219330;-6,07;11,61;4,02;13,69935
219340;-6,74;11,23;4,10;13,71836
219350;-7,10;10,47;4,10;13,2981
219360;-7,18;9,71;4,09;12,74779
219370;-7,02;9,18;3,71;12,13944
219380;-6,80;8,80;3,04;11,52708
219390;-6,50;8,57;2,51;11,04582
219400;-5,98;8,34;2,35;10,53081
219410;-5,38;7,81;2,34;9,7721
219420;-4,93;7,43;2,34;9,2223
219430;-4,64;7,13;2,33;8,81781
219440;-4,19;6,83;2,25;8,31869
219450;-3,81;6,22;2,17;7,6113
219460;-3,81;5,61;1,87;7,03617
219470;-3,81;5,08;1,64;6,55833
219480;-3,44;4,55;1,85;5,99568
219490;-3,21;4,70;1,63;5,92279
219500;-3,29;5,01;1,48;6,16963
219510;-2,84;5,16;1,63;6,11028
219520;-2,77;5,69;1,71;6,55374
219530;-2,92;6,45;1,79;7,30021
219540;-2,85;6,68;1,86;7,49274
219550;-2,70;6,60;2,01;7,40807
219560;-2,70;6,52;1,79;7,28163
219570;-2,62;6,60;1,64;7,28779
219580;-2,63;6,90;1,56;7,54813
219590;-2,48;6,98;1,64;7,5836
219600;-2,33;6,98;1,56;7,5201
219610;-2,33;6,83;1,49;7,36356
219620;-2,55;6,83;1,41;7,42283
219630;-2,63;6,83;1,64;7,49453
219640;-2,63;6,98;1,64;7,63379
219650;-3,67;7,81;1,65;8,78948
219660;-4,79;8,04;2,04;9,57727
219670;-5,45;6,83;2,56;9,1043
219680;-6,20;6,22;3,16;9,33118
219690;-7,16;6,45;3,55;10,26906
219700;-8,13;6,98;3,71;11,33892
219710;-8,58;7,59;3,94;12,11186
219720;-8,51;8,42;3,95;12,60506
219730;-8,07;9,63;3,50;13,04394
219740;-7,55;11,08;3,43;13,8377
219750;-7,26;12,06;3,74;14,56429
219760;-6,81;12,59;4,19;14,91654
219770;-6,74;12,67;4,49;15,034
219780;-6,36;11,45;4,32;13,79825
219790;-5,69;9,10;3,55;11,3044
219800;-5,84;9,41;2,96;11,45679
219810;-5,77;11,00;3,42;12,87998
219820;-5,62;11,91;4,02;13,76911
219830;-5,99;11,99;4,10;14,01321
219840;-6,59;11,53;4,10;13,89776
219850;-7,03;10,54;4,10;13,3188
219860;-7,10;9,48;4,02;12,50818
219870;-7,02;8,95;3,56;11,92275
219880;-6,72;8,57;2,88;11,2688
219890;-6,43;8,34;2,51;10,82547
219900;-5,98;7,89;2,57;10,22631
219910;-5,23;7,28;2,49;9,30463
219920;-4,71;7,05;2,26;8,77708
219930;-4,34;6,83;2,10;8,35597
219940;-4,04;6,37;2,02;7,80868
219950;-3,89;5,84;1,94;7,2786
219960;-3,96;5,54;1,64;7,00235
219970;-3,88;5,08;1,64;6,60183
219980;-3,51;4,78;1,86;6,21242
219990;-3,29;5,01;1,63;6,20735
220000;-3,22;5,46;1,48;6,50853
220010;-2,92;5,84;1,78;6,76822
220020;-2,77;6,30;1,71;7,08791
220030;-3,00;6,90;1,79;7,73543
220040;-3,00;7,13;2,02;7,99357
220050;-2,92;6,98;2,09;7,84912
220060;-2,85;6,75;2,01;7,5989
220070;-2,77;6,60;1,71;7,36007
220080;-2,70;6,68;1,56;7,36771
220090;-2,70;6,90;1,64;7,59038
220100;-2,70;6,83;1,56;7,50536
220110;-2,55;6,75;1,56;7,384
220120;-2,55;6,90;1,49;7,50729
220130;-2,70;7,05;1,49;7,69883
220140;-2,70;7,05;1,57;7,7135
220150;-3,15;7,28;1,57;8,08736
220160;-4,49;7,89;1,81;9,25529
220170;-5,31;7,51;2,42;9,50692
220180;-5,75;6,30;2,94;9,01558
220190;-6,19;5,76;3,23;9,05736
220200;-6,86;6,07;3,39;9,76938
220210;-7,54;6,75;3,48;10,69845
220220;-7,91;7,36;3,78;11,44606
220230;-7,69;8,27;3,86;11,93457
220240;-7,40;9,56;3,65;12,6235
220250;-7,26;11,00;3,35;13,59641
220260;-6,96;11,91;3,43;14,21497
220270;-6,82;12,74;3,81;14,94522
220280;-6,82;13,12;4,26;15,39002
220290;-6,52;12,29;4,33;14,56746
220300;-5,84;9,71;3,63;11,89631
220310;-5,98;9,56;3,11;11,6966
220320;-5,99;10,92;3,49;12,93758
220330;-5,77;11,91;4,10;13,85289
220340;-5,99;12,06;4,18;14,10058
220350;-6,59;11,61;4,10;13,96117
220360;-6,96;10,70;4,10;13,4004
220370;-6,95;9,63;4,02;12,54007
220380;-6,95;8,88;3,64;11,84407
220390;-6,72;8,34;2,88;11,09687
220400;-6,50;8,12;2,43;10,67738
220410;-6,13;7,89;2,57;10,31437
220420;-5,38;7,28;2,56;9,40989
220430;-4,78;6,90;2,33;8,71483
220440;-4,34;6,68;2,18;8,25176
220450;-3,96;6,30;2,10;7,72796
220460;-3,74;5,76;1,79;7,0988
220470;-3,81;5,46;1,41;6,8072
220480;-3,88;5,23;1,49;6,6846
220490;-3,51;4,85;1,71;6,22915
220500;-3,29;5,01;1,48;6,16963
220510;-3,22;5,46;1,26;6,46095
220520;-3,07;5,92;1,49;6,82787
220530;-2,85;6,22;1,79;7,06951
220540;-2,70;6,60;1,86;7,36875
220550;-2,85;7,05;1,87;7,83311
220560;-2,78;7,05;1,87;7,8065
220570;-2,78;7,05;1,87;7,8065
220580;-2,78;6,98;1,87;7,73766
220590;-2,63;6,98;1,79;7,66739
220600;-2,63;6,90;1,71;7,58063
220610;-2,70;6,75;1,71;7,4696
220620;-2,70;6,68;1,71;7,40099
220630;-2,92;6,60;1,71;7,41773
220640;-2,85;6,60;1,64;7,37185
220650;-3,52;7,21;1,42;8,14505
220660;-4,42;7,74;1,51;9,03513
220670;-4,93;7,05;2,03;8,8448
220680;-5,38;6,07;2,71;8,54566
220690;-6,04;5,69;3,08;8,85435
220700;-6,94;6,07;3,24;9,77106
220710;-7,68;6,60;3,25;10,63826
220720;-7,98;7,13;3,71;11,3283
220730;-7,84;8,04;4,16;11,9759
220740;-7,32;9,33;3,79;12,45239
220750;-7,18;11,00;3,43;13,57504
220760;-7,04;12,14;3,51;14,4614
220770;-6,82;12,74;3,89;14,96453
220780;-6,74;12,97;4,19;15,20588
220790;-6,66;12,29;4,33;14,63455
220800;-6,06;9,79;3,79;12,11544
220810;-5,98;8,80;2,95;11,04178
220820;-6,14;10,32;3,27;12,43907
220830;-5,84;11,38;3,94;13,38443
220840;-5,85;11,99;4,10;13,94983
220850;-6,29;11,76;3,95;13,9066
220860;-6,88;11,08;3,95;13,62504
220870;-6,95;10,01;3,94;12,81247
220880;-6,95;9,10;3,86;12,08601
220890;-6,87;8,65;3,26;11,51738
220900;-6,65;8,34;2,58;10,97693
220910;-6,43;8,12;2,58;10,66753
220920;-5,98;7,66;2,87;10,13203
220930;-5,31;7,21;2,56;9,3077
220940;-4,78;7,05;2,26;8,81701
220950;-4,34;6,98;2,25;8,51928
220960;-3,96;6,52;2,02;7,89578
220970;-3,96;6,07;1,64;7,43107
220980;-4,11;5,69;1,64;7,2075
220990;-4,03;5,08;1,94;6,77049
221000;-3,51;4,93;1,93;6,35332
221010;-3,36;5,46;1,49;6,58363
221020;-3,07;5,92;1,49;6,82787
221030;-2,92;6,30;1,64;7,13015
221040;-2,85;6,75;1,57;7,49242
221050;-2,92;7,05;1,64;7,81056
221060;-2,92;7,13;1,94;7,9472
221070;-2,92;6,98;2,09;7,84912
221080;-2,85;6,75;1,94;7,57937
221090;-2,70;6,37;1,79;7,14553
221100;-2,55;6,30;1,71;7,00322
221110;-2,62;6,37;1,49;7,04805
221120;-2,70;6,68;1,41;7,33736
221130;-2,70;6,98;1,42;7,61477
221140;-2,40;6,98;1,64;7,55954
221150;-2,33;6,98;1,64;7,53604
221160;-2,48;7,13;1,56;7,70866
221170;-2,55;7,05;1,64;7,67841
221180;-3,30;7,43;1,57;8,28215
221190;-4,79;7,81;1,81;9,34052
221200;-5,45;6,83;2,56;9,1043
221210;-6,05;5,92;3,08;9,0029
221220;-6,79;5,99;3,24;9,61762
221230;-7,83;6,75;3,48;10,91137
221240;-8,51;7,36;3,71;11,84362
221250;-8,88;8,04;4,25;12,70923
221260;-8,44;9,33;4,25;13,2795
221270;-7,92;10,92;3,88;14,04206
221280;-7,63;12,36;3,74;15,0037
221290;-7,34;13,43;4,12;15,84544
221300;-6,82;13,58;4,42;15,82268
221310;-5,99;11,45;4,10;13,55962
221320;-5,84;9,71;3,33;11,80815
221330;-6,14;10,85;3,34;12,9038
221340;-6,07;11,76;3,95;13,80689
221350;-6,14;12,06;4,40;14,23281
221360;-6,22;11,61;4,32;13,8569
221370;-6,58;10,77;4,10;13,2718
221380;-6,80;9,86;3,79;12,56634
221390;-6,80;9,03;3,49;11,82685
221400;-6,80;8,34;3,18;11,2232
221410;-6,65;7,66;2,88;10,54253
221420;-6,20;7,05;2,64;9,75525
221430;-5,53;6,68;2,49;9,01574
221440;-4,86;6,60;2,26;8,49837
221450;-4,26;6,52;2,10;8,06917
221460;-3,96;6,22;1,65;7,55592
221470;-4,04;6,07;1,20;7,38498
221480;-4,04;5,69;1,72;7,1829
221490;-3,74;5,31;2,01;6,79587
221500;-3,51;5,61;1,64;6,82105
221510;-3,37;6,07;1,41;7,08166
221520;-3,07;6,52;1,49;7,36169
221530;-2,92;7,13;1,79;7,91211
221540;-3,00;7,51;1,87;8,29974
221550;-3,07;7,43;1,87;8,25831
221560;-3,15;7,21;1,87;8,0829
221570;-3,07;6,90;1,94;7,80039
221580;-2,92;6,52;1,71;7,3502
221590;-2,92;6,22;1,41;7,0153
221600;-3,00;6,14;1,26;6,95064
221610;-3,07;6,07;1,34;6,93015
221620;-3,22;6,07;1,34;6,9976
221630;-3,29;6,30;1,27;7,21621
221640;-3,37;6,98;1,50;7,89224
221650;-2,93;7,36;1,72;8,10161
221660;-2,63;7,66;1,64;8,26438
221670;-2,78;7,81;1,57;8,43969
221680;-3,23;8,04;1,43;8,77944
221690;-4,34;8,34;1,59;9,53924
221700;-5,53;7,74;2,12;9,74367
221710;-6,12;6,75;2,87;9,55347
221720;-6,49;5,99;3,24;9,4086
221730;-6,86;5,76;3,24;9,52934
221740;-7,39;6,14;3,17;10,11675
221750;-7,61;6,60;3,25;10,58463
221760;-7,61;7,13;3,41;10,97148
221770;-7,54;8,12;3,64;11,66004
221780;-6,95;9,18;3,26;11,96628
221790;-6,88;10,32;3,05;12,76841
221800;-6,88;11,38;3,05;13,64461
221810;-6,81;12,21;3,36;14,38145
221820;-6,74;12,59;3,74;14,76267
221830;-6,74;12,29;4,18;14,62554
221840;-6,36;10,16;3,94;12,62012
221850;-6,28;8,65;2,96;11,08675
221860;-6,43;10,09;2,89;12,3089
221870;-6,07;11,15;3,50;13,16517
221880;-6,22;11,76;3,80;13,83133
221890;-6,66;11,61;3,88;13,93271
221900;-6,96;10,92;3,95;13,53936
221910;-7,10;9,79;3,79;12,67142
221920;-7,17;9,03;3,64;12,08979
221930;-7,17;8,57;3,26;11,64156
221940;-6,87;8,04;2,73;10,92294
221950;-6,57;7,66;2,58;10,41719
221960;-6,05;7,36;2,65;9,88554
221970;-5,45;6,98;2,79;9,28413
221980;-4,93;6,90;2,63;8,88198
221990;-4,34;6,75;2,25;8,3333
222000;-3,89;6,22;1,87;7,56955
222010;-3,81;5,76;1,42;7,05408
222020;-4,18;5,61;1,19;7,10116
222030;-4,18;5,23;1,64;6,89659
222040;-3,88;4,93;1,86;6,54568
222050;-3,74;5,31;1,49;6,65934
222060;-3,66;5,92;1,34;7,08625
222070;-3,22;6,07;1,64;7,0611
222080;-3,07;6,45;1,79;7,36133
222090;-3,07;6,68;1,87;7,58081
222100;-3,15;6,75;1,94;7,69706
222110;-3,29;6,68;1,87;7,67434
222120;-3,22;6,52;1,72;7,4737
222130;-3,07;6,52;1,64;7,39351
222140;-2,92;6,52;1,64;7,33307
222150;-2,85;6,52;1,71;7,32047
222160;-2,92;6,60;1,79;7,43542
222170;-3,00;6,52;1,79;7,39771
222180;-3,15;6,52;1,72;7,44189
222190;-3,15;6,45;1,79;7,39317
222200;-3,37;6,83;1,64;7,78763
222210;-4,27;7,51;1,73;8,80767
222220;-5,08;7,36;2,34;9,24251
222230;-5,68;6,45;3,01;9,10107
222240;-6,27;6,14;3,24;9,35595
222250;-7,09;6,52;3,32;10,19015
222260;-7,98;7,05;3,41;11,1856
222270;-8,36;7,28;3,79;11,71288
222280;-8,06;8,04;4,09;12,09816
222290;-7,62;9,25;3,87;12,59674
222300;-7,25;10,62;3,35;13,28903
222310;-6,89;11,91;3,28;14,14259
222320;-6,59;12,67;3,73;14,76016
222330;-6,67;12,97;4,34;15,2153
222340;-6,52;12,29;4,41;14,58993
222350;-5,99;10,01;3,79;12,26483
222360;-6,29;10,32;3,42;12,55349
222370;-6,14;11,23;3,87;13,36769
222380;-5,84;11,68;4,17;13,71114
222390;-6,14;11,53;4,02;13,66884
222400;-6,96;11,08;3,95;13,66257
222410;-7,18;10,16;3,80;13,00898
222420;-7,10;9,48;3,72;12,41509
222430;-6,88;8,95;3,34;11,76952
222440;-6,58;8,34;2,96;11,02656
222450;-6,35;7,81;2,88;10,46988
222460;-5,90;7,36;2,79;9,83606
222470;-5,38;6,90;2,71;9,16083
222480;-4,78;6,75;2,56;8,65916
222490;-4,19;6,37;2,25;7,94769
222500;-3,81;5,76;1,79;7,13882
222510;-3,81;5,31;1,11;6,62875
222520;-3,88;4,93;1,34;6,41619
222530;-3,44;4,55;1,70;5,951
222540;-3,06;4,85;1,48;5,92763
222550;-2,92;5,54;1,18;6,36948
222560;-2,77;6,14;1,41;6,88588
222570;-2,48;6,45;1,71;7,11408
222580;-2,48;7,05;1,86;7,70488
222590;-2,78;7,43;1,94;8,1689
222600;-2,92;7,21;2,09;8,05338
222610;-3,15;6,83;2,02;7,78202
222620;-3,15;6,60;1,87;7,54452
222630;-3,00;6,52;1,71;7,37993
222640;-3,00;6,60;1,64;7,43051
222650;-3,00;6,45;1,71;7,31284
222660;-3,07;6,30;1,86;7,24725
222670;-3,14;6,30;1,94;7,29873
222680;-3,15;6,45;1,79;7,39317
222690;-3,07;6,60;1,72;7,47791
222700;-2,85;6,75;1,71;7,52495
222710;-3,45;7,13;1,65;8,08811
222720;-4,56;7,66;1,74;9,08417
222730;-5,16;7,21;2,41;9,18335
222740;-5,82;6,52;3,01;9,24882
222750;-6,57;6,45;3,39;9,8079
222760;-7,61;6,98;3,55;10,9202
222770;-8,13;7,36;4,01;11,67799
222780;-7,84;8,34;4,17;12,1834
222790;-7,47;9,48;3,72;12,6324
222800;-7,33;10,92;3,20;13,53853
222810;-6,96;11,99;3,28;14,24338
222820;-6,96;12,59;4,11;14,96497
222830;-7,11;12,74;4,64;15,31306
222840;-6,81;12,14;4,71;14,69284
222850;-6,13;9,56;3,93;12,01775
222860;-6,28;9,63;3,56;12,03906
222870;-5,99;10,85;3,87;12,97995
222880;-5,62;11,68;4,09;13,59379
222890;-5,77;11,91;4,10;13,85289
222900;-6,44;11,38;4,10;13,70068
222910;-6,88;10,54;4,02;13,21743
222920;-6,88;9,56;3,72;12,34658
222930;-6,88;9,03;3,34;11,82666
222940;-6,80;8,80;2,89;11,4885
222950;-6,50;8,27;2,58;10,82895
222960;-6,13;7,81;2,50;10,23772
222970;-5,60;7,51;2,57;9,71491
222980;-5,08;7,21;2,64;9,20306
222990;-4,71;7,13;2,56;8,9196
223000;-4,19;6,68;2,33;8,21536
223010;-3,81;5,92;1,72;7,2442
223020;-3,81;5,54;1,27;6,83976
223030;-3,88;5,23;1,49;6,6846
223040;-3,51;4,93;1,71;6,28882
223050;-3,29;5,16;1,41;6,27681
223060;-3,22;5,92;1,34;6,86555
223070;-2,92;6,30;1,56;7,11331
223080;-2,70;6,68;1,71;7,40099
223090;-3,07;7,28;1,72;8,08884
223100;-3,22;7,28;1,95;8,1973
223110;-3,22;6,90;2,09;7,89893
223120;-3,29;6,60;1,87;7,60808
223130;-3,14;6,37;1,57;7,27486
223140;-2,92;6,30;1,41;7,08188
223150;-2,85;6,22;1,41;6,9842
223160;-3,00;6,30;1,34;7,0984
223170;-3,07;6,60;1,34;7,40109
223180;-3,15;7,05;1,64;7,89717
223190;-2,92;6,90;2,02;7,76182
223200;-2,78;7,05;1,94;7,82477
223210;-2,85;7,21;1,79;7,95385
223220;-3,07;7,28;1,65;8,07322
223230;-4,04;7,74;1,58;8,87122
223240;-5,16;7,81;1,89;9,55166
223250;-5,83;7,13;2,42;9,51926
223260;-6,49;6,60;2,94;9,71494
223270;-7,16;6,68;3,10;10,27046
223280;-7,91;7,13;3,33;11,15787
223290;-8,36;7,28;3,71;11,68885
223300;-8,14;7,66;4,16;11,92475
223310;-7,54;8,57;4,09;12,12761
223320;-6,95;9,79;3,79;12,58822
223330;-6,44;10,85;3,35;13,04895
223340;-6,29;11,76;3,58;13,80503
223350;-6,52;12,06;3,81;14,22642
223360;-6,22;12,21;3,95;14,26263
223370;-5,91;10,62;3,72;12,70983
223380;-5,76;8,50;3,10;10,7197
223390;-6,06;8,72;2,88;11,00193
223400;-5,99;10,16;3,34;12,25942
223410;-5,77;10,92;3,72;12,89835
223420;-6,07;11,23;3,95;13,35554
223430;-6,59;10,92;4,02;13,37351
223440;-6,81;10,16;3,94;12,85185
223450;-7,03;9,48;3,64;12,3503
223460;-7,10;9,25;3,34;12,13238
223470;-6,80;8,88;2,96;11,56603
223480;-6,43;8,42;2,51;10,88416
223490;-6,05;8,34;2,35;10,5738
223500;-5,61;8,04;2,57;10,13306
223510;-5,16;7,59;2,71;9,56572
223520;-4,93;7,43;2,64;9,30281
223530;-4,56;7,05;2,41;8,7376
223540;-4,19;6,45;2,02;7,94852
223550;-4,04;5,84;1,42;7,23862
223560;-4,26;5,61;1,42;7,18679
223570;-4,18;5,16;1,94;6,91732
223580;-3,81;5,01;1,94;6,58124
223590;-3,59;5,31;1,64;6,61276
223600;-3,14;5,84;1,56;6,81282
223610;-2,92;6,30;1,79;7,16608
223620;-2,77;6,83;1,94;7,61899
223630;-2,85;7,21;1,87;7,97086
223640;-2,92;7,13;1,87;7,92945
223650;-3,00;6,98;1,79;7,80332
223660;-2,92;6,75;1,64;7,53721
223670;-2,85;6,60;1,49;7,33996
223680;-3,00;6,60;1,42;7,38411
223690;-3,07;6,75;1,42;7,55082
223700;-3,00;6,75;1,57;7,55052
223710;-2,77;6,68;1,71;7,42829
223720;-2,77;6,68;1,79;7,44595
223730;-2,70;6,83;1,71;7,53804
223740;-2,77;6,83;1,71;7,56486
223750;-3,22;7,43;1,65;8,2674
223760;-4,57;8,19;1,81;9,55189
223770;-5,46;7,74;2,42;9,77093
223780;-6,27;6,75;3,17;9,74327
223790;-6,86;6,22;3,54;9,91745
223800;-7,39;6,52;3,55;10,47368
223810;-7,98;7,13;3,56;11,28009
223820;-8,06;7,59;3,71;11,67368
223830;-7,69;8,57;3,87;12,14804
223840;-6,95;9,63;3,57;12,40357
223850;-6,44;10,77;3,12;12,9292
223860;-6,59;11,53;3,65;13,77195
223870;-6,66;11,83;3,95;14,14389
223880;-6,44;12,29;4,26;14,5116
223890;-6,14;11,45;4,10;13,62641
223900;-5,69;9,18;3,48;11,34246
223910;-5,83;8,95;2,88;11,06468
223920;-5,84;10,24;3,26;12,23031
223930;-5,54;11,15;3,79;13,01624
223940;-5,84;11,61;4,10;13,62414
223950;-6,29;11,38;4,17;13,65373
223960;-6,66;10,62;4,10;13,18595
223970;-6,88;9,71;3,87;12,5107
223980;-7,03;9,33;3,57;12,21101
223990;-6,87;8,88;3,11;11,64885
224000;-6,50;8,27;2,66;10,84707
